"type","abstract","AB","title","author","doi","journal","link","M1","M2","tow","note","year","url","vol","access","endref","cond","nber_is_published","nber_in_ssrn"
"JOUR","We develop a novel method for the identification of monetary policy shocks. By applying natural language processing techniques to documents that Federal Reserve staff prepare in advance of policy decisions, we capture the Fed's information set. Using machine learning techniques, we then predict changes in the target interest rate conditional on this information set and obtain a measure of monetary policy shocks as the residual. We show that the documents' text contains essential information about the economy which is not captured by numerical forecasts that the staff include in the same documents. The dynamic responses of macro variables to our monetary policy shocks are consistent with the theoretical consensus. Shocks constructed by only controlling for the staff forecasts imply responses of macro variables at odds with theory. We directly link these differences to the information that our procedure extracts from the text over and above information captured by the forecasts.","B","identifying monetary policy shocks: a natural language approach","drechsel, thomas","10.3386/w32417","National Bureau of Economic Research Working Paper Series","http://www.nber.org/papers/w32417.pdf",NA,NA,"presented at ""SI 2023 Monetary Economics"", July 10-14, 2023","Author contact info: S. Borağan Aruoba Department of Economics University of Maryland College Park, MD 20742-7211 Tel: 301/405-3523 E-Mail: aruoba@umd.edu  Thomas Drechsel Department of Economics University of Maryland 3114 Tydings Hall College Park, MD 20742 E-Mail: drechsel@umd.edu",2024,"http://www.nber.org/papers/w32417","No. 32417","May-24",NA,TRUE,FALSE,FALSE
"JOUR","David Ricardo initially believed machinery would help workers but revised his opinion, likely based on the impact of automation in the textile industry. Despite cotton textiles becoming one of the largest sectors in the British economy, real wages for cotton weavers did not rise for decades. As E.P. Thompson emphasized, automation forced workers into unhealthy factories with close surveillance and little autonomy. Automation can increase wages, but only when accompanied by new tasks that raise the marginal productivity of labor and/or when there is sufficient additional hiring in complementary sectors. Wages are unlikely to rise when workers cannot push for their share of productivity growth. Today, artificial intelligence may boost average productivity, but it also may replace many workers while degrading job quality for those who remain employed. As in Ricardo’s time, the impact of automation on workers today is more complex than an automatic linkage from higher productivity to better wages.","A","learning from ricardo and thompson: machinery and labor in the early industrial revolution, and in the age of ai","johnson, simon","10.3386/w32416","National Bureau of Economic Research Working Paper Series","http://www.nber.org/papers/w32416.pdf",NA,NA,NA,"Author contact info: Daron Acemoglu Department of Economics, E52-446 Massachusetts Institute of Technology 77 Massachusetts Avenue Cambridge, MA 02139 Tel: 617/253-1927 Fax: 617/253-1330 E-Mail: daron@mit.edu  Simon Johnson MIT Sloan School of Management 100 Main Street, E52-562 Cambridge, MA 02142 Tel: 617/290-9618 Fax: 617/253-2660 E-Mail: sjohnson@mit.edu",2024,"http://www.nber.org/papers/w32416","No. 32416","May-24",NA,TRUE,FALSE,FALSE
"JOUR","We present an approach for automatically generating and testing, in silico, social scientific hypotheses. This automation is made possible by recent advances in large language models (LLM), but the key feature of the approach is the use of structural causal models. Structural causal models provide a language to state hypotheses, a blueprint for constructing LLM-based agents, an experimental design, and a plan for data analysis. The fitted structural causal model becomes an object available for prediction or the planning of follow-on experiments. We demonstrate the approach with several scenarios: a negotiation, a bail hearing, a job interview, and an auction. In each case, causal relationships are both proposed and tested by the system, finding evidence for some and not others. We provide evidence that the insights from these simulations of social interactions are not available to the LLM purely through direct elicitation. When given its proposed structural causal model for each scenario, the LLM is good at predicting the signs of estimated effects, but it cannot reliably predict the magnitudes of those estimates. In the auction experiment, the in silico simulation results closely match the predictions of auction theory, but elicited predictions of the clearing prices from the LLM are inaccurate. However, the LLM's predictions are dramatically improved if the model can condition on the fitted structural causal model. In short, the LLM knows more than it can (immediately) tell.","B","automated social science: language models as scientist and subjects","horton, john j","10.3386/w32381","National Bureau of Economic Research Working Paper Series","http://www.nber.org/papers/w32381.pdf",NA,NA,"presented at ""SI 2024 Digital Economics and Artificial Intelligence"", July 17-19, 2024","Author contact info: Benjamin S. Manning  100 Main Street Cambridge, MA 02139 United States E-Mail: bmanning@mit.edu  Kehang Zhu E-Mail: kehangzhu@gmail.com  John J. Horton Massachusetts Institute of Technology Sloan School of Management 100 Main St Cambridge, MA 02142 E-Mail: john.joseph.horton@gmail.com",2024,"http://www.nber.org/papers/w32381","No. 32381","Apr-24",NA,TRUE,FALSE,FALSE
"JOUR","Categorical variables have no intrinsic ordering, and researchers often adopt a fixed-effect (FE) approach in empirical analysis. However, this approach has two significant limitations: it overlooks textual labels associated with the categorical variables; and it produces unstable results when there are only limited observations in a category. In this paper, we propose a novel method that utilizes recent advances in large language models (LLMs) to recover overlooked information in categorical variables. We apply this method to investigate labor market mismatch. Specifically, we task LLMs with simulating the role of a human resources specialist to assess the suitability of an applicant with specific characteristics for a given job. Our main findings can be summarized in three parts. First, using comprehensive administrative data from an online job posting platform, we show that our new match quality measure is positively correlated with several traditional measures in the literature, and at the same time, we highlight the LLM's capability to provide additional information conditional on the traditional measures. Second, we demonstrate the broad applicability of the new method with a survey data containing significantly less information than the administrative data, which makes it impossible to compute most of the traditional match quality measures. Our LLM measure successfully replicates most of the salient patterns observed in a hard-to-access administrative dataset using easily accessible survey data. Third, we investigate the gender gap in match quality and explore whether there exists gender stereotypes in the hiring process. We simulate an audit study, examining whether revealing gender information to LLMs influences their assessment. We show that when gender information is disclosed to the GPT, the model deems females better suited for traditionally female-dominated roles.","B","recovering overlooked information in categorical variables with llms: an application to labor market mismatch","zhao, zibo","10.3386/w32327","National Bureau of Economic Research Working Paper Series","http://www.nber.org/papers/w32327.pdf",NA,NA,NA,"Author contact info: Yi Chen 393 Middle Huaxia Road ShanghaiTech University School of Entrepreneurship and Management Shanghai 201210 CHINA Tel: 86-021-20684771 E-Mail: chenyiecon@163.com  Hanming Fang Department of Economics Ronald O. Perelman Center for Political Science and Economics University of Pennsylvania 133 South 36th Street, Suite 150 Philadelphia, PA 19104 Tel: 215-898-7767 Fax: 215-573-2057 E-Mail: hanming.fang@econ.upenn.edu  Yi Zhao E-Mail: zhao-y21@mails.tsinghua.edu.cn  Zibo Zhao E-Mail: AndrewZhao054@gmail.com",2024,"http://www.nber.org/papers/w32327","No. 32327","Apr-24",NA,TRUE,FALSE,FALSE
"JOUR","Timely and accurate measurement of AI use by firms is both challenging and crucial for understanding the impacts of AI on the U.S. economy. We provide new, real-time estimates of current and expected future use of AI for business purposes based on the Business Trends and Outlook Survey for September 2023 to February 2024. During this period, bi-weekly estimates of AI use rate rose from 3.7% to 5.4%, with an expected rate of about 6.6% by early Fall 2024. The fraction of workers at businesses that use AI is higher, especially for large businesses and in the Information sector. AI use is higher in large firms but the relationship between AI use and firm size is non-monotonic. In contrast, AI use is higher in young firms although, on an employment-weighted basis, is U-shaped in firm age. Common uses of AI include marketing automation, virtual agents, and data/text analytics. AI users often utilize AI to substitute for worker tasks and equipment/software, but few report reductions in employment due to AI use. Many firms undergo organizational changes to accommodate AI, particularly by training staff, developing new workflows, and purchasing cloud services/storage. AI users also exhibit better overall performance and higher incidence of employment expansion compared to other businesses. The most common reason for non-adoption is the inapplicability of AI to the business.","A","tracking firm use of ai in real time: a snapshot from the business trends and outlook survey","savage, keith","10.3386/w32319","National Bureau of Economic Research Working Paper Series","http://www.nber.org/papers/w32319.pdf",NA,NA,NA,"Author contact info: Kathryn Bonney E-Mail: Kathryn.Bonney@census.gov  Cory L. Breaux E-Mail: Cory.Breaux@census.gov  Cathy Buffington E-Mail: Catherine.D.Buffington@census.gov  Emin Dinlersoz E-Mail: emin.m.dinlersoz@census.gov  Lucia S. Foster US Bureau of the Census Washington, DC 20233 E-Mail: lucia.s.foster@census.gov  Nathan Goldschlag Center for Economic Studies US Census Bureau 4600 Silver Hill Road Washington, DC 20233 E-Mail: Nathan.Goldschlag@census.gov  John C. Haltiwanger Department of Economics University of Maryland College Park, MD 20742 Tel: 301/405-3504 Fax: 301/405-3542 E-Mail: haltiwan@econ.umd.edu  Zachary Kroff Center for Economic Studies U.S. Census Bureau 4600 Silver Hill Road  Washington, DC 20233 United States Tel: 301-763-2199 E-Mail: zachary.kroff@census.gov  Keith Savage E-Mail: aaron.k.savage@census.gov",2024,"http://www.nber.org/papers/w32319","No. 32319","Apr-24",NA,TRUE,FALSE,FALSE
"JOUR","Wildfire activity has increased in the US and is projected to accelerate under future climate change. However, our understanding of the impacts of climate change on wildfire smoke and health remains highly uncertain. We quantify the past and future mortality burden in the US due to wildfire smoke fine particulate matter (PM2.5). We construct an ensemble of statistical and machine learning models that link variation in climate to wildfire smoke PM2.5, and empirically estimate smoke PM2.5-mortality relationships using georeferenced data on all recorded deaths in the US from 2006 to 2019. We project that climate-driven increases in future smoke PM2.5 could result in 27,800 excess deaths per year by 2050 under a high warming scenario, a 76% increase relative to estimated 2011-2020 averages. Cumulative excess deaths from wildfire smoke PM2.5 could exceed 700,000 between 2025-2055. When monetized, climate-induced smoke deaths result in annual damages of $244 billion by mid-century, comparable to the estimated sum of all other damages in the US in prior analyses. Our research suggests that the health cost of climate-driven wildfire smoke could be among the most important and costly consequences of a warming climate in the US.","B","mortality burden from wildfire smoke under climate change","burke, marshall","10.3386/w32307","National Bureau of Economic Research Working Paper Series","http://www.nber.org/papers/w32307.pdf",NA,NA,NA,"Author contact info: Minghao Qiu E-Mail: mhqiu@stanford.edu  Jessica Li Department of Economics University of California, San Diego 9500 Gilman Dr. #0508  Mail Code: 0508  La Jolla, CA 92093 E-Mail: jel142@ucsd.edu  Carlos F. Gould 9515 Gilman Drive School of Public Health University of California San Diego La Jolla, CA 92093 E-Mail: cagould@ucsd.edu  Renzhi Jing E-Mail: jingrenzhi.go@gmail.com  Makoto Kelp E-Mail: mkelp@stanford.edu  Marissa Childs Center for the Environment Harvard University E-Mail: mchilds@fas.harvard.edu  Mathew Kiang E-Mail: mkiang@stanford.edu  Sam Heft-Neal Center on Food Security and the Environment Stanford University 473 Via Ortega Stanford, CA 94305 E-Mail: sheftneal@stanford.edu  Noah Diffenbaugh E-Mail: diffenbaugh@stanford.edu  Marshall Burke Doerr School of Sustainability Stanford University Stanford, CA 94305 E-Mail: mburke@stanford.edu",2024,"http://www.nber.org/papers/w32307","No. 32307","Apr-24",NA,TRUE,FALSE,FALSE
"JOUR","We measure the nature and severity of a variety of belief distortions in market reactions to hundreds of economic news events using a new methodology that synthesizes estimation of a structural asset pricing model with algorithmic machine learning to quantify bias. We estimate that investors systematically overreact to perceptions about multiple fundamental shocks in a macro-dynamic system, generating asymmetric compositional effects when several counteracting shocks occur simultaneously in real-world events. We show that belief overreaction to all shocks can lead the market to over- or underreact to events, amplifying or dampening volatility.","B","what hundreds of economic news events say about belief overreaction in the stock market","ma, sai","10.3386/w32301","National Bureau of Economic Research Working Paper Series","http://www.nber.org/papers/w32301.pdf",NA,NA,"presented at ""Behavioral Finance Working Group Meeting"", April 13, 2024","Author contact info: Francesco Bianchi Johns Hopkins University Department of Economics 3400 N. Charles Street 544E Wyman Bldg. Baltimore, Maryland 21218 E-Mail: francesco.bianchi@jhu.edu  Sydney C. Ludvigson Department of Economics New York University 19 W. 4th Street, 6th Floor New York, NY  10002 Tel: 212/998-8927 Fax: 212/995-4186 E-Mail: sydney.ludvigson@nyu.edu  Sai Ma Federal Reserve Board, C Ave & 20th Street NW Washington, DC 20551 E-Mail: sai.ma@frb.gov",2024,"http://www.nber.org/papers/w32301","No. 32301","Apr-24",NA,TRUE,FALSE,FALSE
"JOUR","We argue that comprehensive out-of-sample (OOS) evaluation using statistical decision theory (SDT) should replace the current practice of K-fold and Common Task Framework validation in machine learning (ML) research. SDT provides a formal framework for performing comprehensive OOS evaluation across all possible (1) training samples, (2) populations that may generate training data, and (3) populations of prediction interest. Regarding feature (3), we emphasize that SDT requires the practitioner to directly confront the possibility that the future may not look like the past and to account for a possible need to extrapolate from one population to another when building a predictive algorithm. SDT is simple in abstraction, but it is often computationally demanding to implement. We discuss progress in tractable implementation of SDT when prediction accuracy is measured by mean square error or by misclassification rate. We summarize research studying settings in which the training data will be generated from a subpopulation of the population of prediction interest. We consider conditional prediction with alternative restrictions on the state space of possible populations that may generate training data. We present an illustrative application of the methodology to the problem of predicting patient illness to inform clinical decision making. We conclude by calling on ML researchers to join with econometricians and statisticians in expanding the domain within which implementation of SDT is tractable.","B","comprehensive oos evaluation of predictive algorithms with statistical decision theory","manski, charles f","10.3386/w32269","National Bureau of Economic Research Working Paper Series","http://www.nber.org/papers/w32269.pdf",NA,NA,NA,"Author contact info: Jeff Dominitz E-Mail: dominitz-jeff@norc.org  Charles F. Manski Department of Economics Northwestern University 2211 Campus Drive Evanston, IL  60208-2600 Tel: 847/491-8223 Fax: 847/491-7001 E-Mail: cfmanski@northwestern.edu",2024,"http://www.nber.org/papers/w32269","No. 32269","Mar-24",NA,TRUE,FALSE,FALSE
"JOUR","This paper uses a large language model to develop an ex-ante measure of the commercial potential of scientific findings. In addition to validating the measure against the typical holdout sample, we validate it externally against 1.) the progression of scientific findings through a major university’s technology transfer process and 2.) firms’ use of the academic science of major American research universities. We then illustrate the measure’s utility by applying it to two questions. First, does the patenting of academic research by universities impede its breadth of use by firms? Second, to illustrate how this measure can advance our understanding of the determinants of firms’ use of science generally, we use it to analyze how one factor, universities’ reputations for generating commercializable science, impacts firms’ use of academic science. For the former question, using our measure to control for commercializable science, we find that patenting does not dampen the dissemination of academic science in industry. For the second, we find that reputation per se, apart from the production of commercializable science, impacts industry’s use of science, especially for that science with high commercial potential, implying that the commercializable science of less prominent universities is disproportionately overlooked by industry.","B","measuring the commercial potential of science","cohen, wesley m","10.3386/w32262","National Bureau of Economic Research Working Paper Series","http://www.nber.org/papers/w32262.pdf",NA,NA,NA,"Author contact info: Roger Masclans E-Mail: roger.masclans@duke.edu  Sharique Hasan Duke University  Fuqua School of Business Box 90120 Durham, NC   27708-0120 E-Mail: sh424@duke.edu  Wesley M. Cohen The Fuqua School of Business Duke University Box 90120 Durham, NC 27708-0120 Tel: 919-451-9770 Fax: NA E-Mail: wcohen@duke.edu",2024,"http://www.nber.org/papers/w32262","No. 32262","Mar-24",NA,TRUE,FALSE,FALSE
"JOUR","We analyze how output and wages behave under different scenarios for technological progress that may culminate in Artificial General Intelligence (AGI), defined as the ability of AI systems to perform all tasks that humans can perform. We assume that human work can be decomposed into atomistic tasks that differ in their complexity. Advances in technology make ever more complex tasks amenable to automation. The effects on wages depend on a race between automation and capital accumulation. If automation proceeds sufficiently slowly, then there is always enough work for humans, and wages may rise forever. By contrast, if the complexity of tasks that humans can perform is bounded and full automation is reached, then wages collapse. But declines may occur even before if large-scale automation outpaces capital accumulation and makes labor too abundant. Automating productivity growth may lead to broad-based gains in the returns to all factors. By contrast, bottlenecks to growth from irreproducible scarce factors may exacerbate the decline in wages.","A","scenarios for the transition to agi","suh, donghyun","10.3386/w32255","National Bureau of Economic Research Working Paper Series","http://www.nber.org/papers/w32255.pdf",NA,NA,NA,"Author contact info: Anton Korinek Department of Economics University of Virginia Monroe Hall 246 248 McCormick Rd Charlottesville, VA 22904 E-Mail: anton@korinek.com  Donghyun Suh E-Mail: ds2qzc@virginia.edu",2024,"http://www.nber.org/papers/w32255","No. 32255","Mar-24",NA,TRUE,FALSE,FALSE
"JOUR","Why are certain movies more successful in some markets than others? Are the entertainment products we consume reflective of our core values and beliefs? These questions drive our investigation into the relationship between a society’s oral tradition and the financial success of films. We combine a unique catalog of local tales, myths, and legends around the world with data on international movie screenings and revenues. First, we quantify the similarity between movies’ plots and traditional motifs employing machine learning techniques. Comparing the same movie across different markets, we establish that films that resonate more with local folklore systematically accrue higher revenue and are more likely to be screened. Second, we document analogous patterns within the US. Google Trends data reveal a pronounced interest in markets where ancestral narratives align more closely with a movie’s theme. Third, we delve into the explicit values transmitted by films, concentrating on the depiction of risk and gender roles. Films that promote risk-taking sell more in entrepreneurial societies today, rooted in traditions where characters pursue dangerous tasks successfully. Films portraying women in stereotypical roles continue to find a robust audience in societies with similar gender stereotypes in their folklore and where women today continue being relegated to subordinate positions. These findings underscore the enduring influence of traditional storytelling on entertainment patterns in the 21st century, highlighting a profound connection between movie consumption and deeply ingrained cultural narratives and values.","B","movies","rauh, christopher","10.3386/w32220","National Bureau of Economic Research Working Paper Series","http://www.nber.org/papers/w32220.pdf",NA,NA,"presented at ""Economics of Culture and Institutions"", April 20, 2024","Author contact info: Stelios Michalopoulos Brown University Department of Economics 64 Waterman Street Providence, RI 02912 Tel: 401/863-2506 Fax: 401/863-1970 E-Mail: smichalo@brown.edu  Christopher Rauh University of Cambridge Cambridge United Kingdom E-Mail: cr542@cam.ac.uk",2024,"http://www.nber.org/papers/w32220","No. 32220","Mar-24",NA,TRUE,FALSE,FALSE
"JOUR","This paper studies how and why households adjust their spending, saving, and borrowing in response to transitory income shocks. We leverage new large-scale survey data to first quantitatively assess households’ intertemporal marginal propensities to consume (MPCs) and deleverage (MPDs) (the “how”), and second to dive into the motivations and decision-making processes across households (the “why”). The combination of the quantitative estimation of household response dynamics with a qualitative exploration of the mental models employed during financial decisions provides a more complete view of household behavior. Our findings are as follows: First, we validate the reliability of surveys in predicting actual economic behaviors using a new approach called cross-validation, which compares the responses to hypothetical financial scenarios with observed actions from past studies. Participants’ predicted reactions closely align with real-life behaviors. Second, we show that MPCs are significantly higher immediately following an income shock and diminish over time, with cumulative MPCs over a year showing significant variability. However, MPDs play a critical role in household financial adjustments and display significantly more cross-sectional heterogeneity. Neither is easily explained by socioeconomic or financial characteristics alone, and the explanatory power is improved by adding psychological factors, past experiences, and expectations. Third, using specifically-designed survey questions, we find that there is a broad range of motivations behind households’ financial decisions and identify four household types using machine learning: Strongly Constrained, Precautionary, Quasi-Smoothers, and Spenders. Similar financial actions stem from diverse reasons, challenging the predictability of financial behavior solely based on socioeconomic and financial characteristics. Finally, we use our findings to address some puzzles in household finance.","B","the how and why of household reactions to income shocks","stantcheva, stefanie","10.3386/w32191","National Bureau of Economic Research Working Paper Series","http://www.nber.org/papers/w32191.pdf",NA,NA,"presented at ""SI 2024 Behavioral Macro"", July 19, 2024","Author contact info: Roberto Colarieti E-Mail: robertocolarieti@fas.harvard.edu  Pierfrancesco Mei Department of Economics Littauer Center G7 Harvard University Cambridge, MA 02138 E-Mail: pierfrancescomei@g.harvard.edu  Stefanie Stantcheva Department of Economics Littauer Center 232 Harvard University Cambridge, MA  02138 Tel: 617-496-2614 E-Mail: sstantcheva@fas.harvard.edu",2024,"http://www.nber.org/papers/w32191","No. 32191","Mar-24",NA,TRUE,FALSE,FALSE
